timestamp,symbol,side,quantity,price,commission,strategy
2025-06-13 03:00:00,Bitstamp:BTCUSD,sell,0.19231743601416748,105731.0,20.333914827213942,sma_crossover
2025-06-16 23:00:00,Bitstamp:BTCUSD,buy,0.18685013135576511,108689.0,20.308553926926756,sma_crossover
2025-06-18 15:00:00,Bitstamp:BTCUSD,sell,0.18685013135576511,104851.0,19.59142312278333,sma_crossover
2025-06-24 19:00:00,Bitstamp:BTCUSD,buy,0.19141499791738484,105306.0,20.157147770688127,sma_crossover
2025-07-01 19:00:00,Bitstamp:BTCUSD,sell,0.19141499791738484,105984.0,20.286927139276116,sma_crossover
2025-07-03 11:00:00,Bitstamp:BTCUSD,buy,0.18453320067157897,109330.0,20.17501482942373,sma_crossover
2025-07-06 07:00:00,Bitstamp:BTCUSD,sell,0.18453320067157897,108084.0,19.945086461386943,sma_crossover
2025-07-07 23:00:00,Bitstamp:BTCUSD,buy,0.18621422020266176,108053.0,20.12100513555821,sma_crossover
2025-07-16 07:00:00,Bitstamp:BTCUSD,sell,0.18621422020266176,117503.0,21.880729516473366,sma_crossover
2025-07-17 23:00:00,Bitstamp:BTCUSD,buy,0.17196089024016095,119007.0,20.464549664810836,sma_crossover
2025-07-20 03:00:00,Bitstamp:BTCUSD,sell,0.17196089024016095,117916.0,20.27694033355882,sma_crossover
2025-07-23 07:00:00,Bitstamp:BTCUSD,buy,0.17205712661100278,118675.0,20.418879500560752,sma_crossover
2025-07-25 07:00:00,Bitstamp:BTCUSD,sell,0.17205712661100278,115400.0,19.855392410909722,sma_crossover
2025-07-27 19:00:00,Bitstamp:BTCUSD,buy,0.17111027285964506,118626.0,20.298127228248255,sma_crossover
2025-07-30 15:00:00,Bitstamp:BTCUSD,sell,0.17111027285964506,117557.0,20.115210346561295,sma_crossover
